1.17990 0.66305
0.66305 1.81843
1.81843 1.69604
1.69604 1.13343
1.13343 0.51818
0.51818 1.42864
1.42864 1.46450
1.46450 1.11373
1.11373 1.96405
1.96405 0.52087
0.52087 1.40899
1.40899 1.09069
1.09069 1.31950
1.31950 1.29508
1.29508 1.25171
1.25171 1.46036
1.46036 2.60261
2.60261 1.25564
1.25564 1.81780
1.81780 1.90150
1.90150 1.32207
1.32207 1.23725
1.23725 1.62244
1.62244 0.89963
0.89963 0.99992
0.99992 0.81133
0.81133 2.70390
2.70390 1.30705
1.30705 2.61451
2.61451 2.65096
2.65096 4.13483
4.13483 4.97216
4.97216 1.94687
1.94687 1.01103
1.01103 1.02540
1.02540 1.94585
1.94585 1.84607
1.84607 3.62416
3.62416 4.80139
4.80139 1.76254
1.76254 2.85216
2.85216 1.72377
1.72377 2.74786
2.74786 3.03697
3.03697 0.80764
0.80764 1.87207
1.87207 2.93870
2.93870 3.93407
3.93407 4.31760
4.31760 4.78966
4.78966 6.07229
6.07229 6.24274
6.24274 5.37903
5.37903 6.95194
6.95194 6.08191
6.08191 5.22536
5.22536 3.51056
3.51056 3.14787
3.14787 1.77281
1.77281 2.47297
2.47297 1.79707
1.79707 0.59782
0.59782 1.40884
1.40884 1.73579
1.73579 2.72714
2.72714 3.20376
3.20376 0.62851
0.62851 0.99500
0.99500 0.75859
0.75859 1.48678
1.48678 2.95553
2.95553 4.51424
4.51424 1.60095
1.60095 0.63762
0.63762 1.02729
1.02729 1.07379
1.07379 2.16406
2.16406 3.63746
3.63746 1.88547
1.88547 1.08314
1.08314 1.07319
1.07319 1.60845
1.60845 1.95727
1.95727 1.57121
1.57121 1.52924
1.52924 2.05057
2.05057 2.30451
2.30451 2.54550
2.54550 0.63495
0.63495 1.57700
1.57700 1.29648
1.29648 1.69019
1.69019 2.62368
2.62368 2.90101
2.90101 3.01678
3.01678 1.28321
1.28321 3.02043
3.02043 3.44615
3.44615 2.80106
2.80106 3.73802
3.73802 4.65119
4.65119 3.46018
3.46018 1.93321
1.93321 2.41107
2.41107 2.98833
2.98833 0.91607
0.91607 1.91420
1.91420 0.80146
0.80146 1.41944
1.41944 2.32051
2.32051 0.73227
0.73227 0.85846
0.85846 1.67701
1.67701 0.75944
0.75944 2.20614
2.20614 1.80990
1.80990 2.69329
2.69329 3.47355
3.47355 4.03805
4.03805 4.92594
4.92594 4.94518
4.94518 1.70389
1.70389 1.66926
1.66926 1.67488
1.67488 0.92765
0.92765 0.68320
0.68320 0.61328
0.61328 1.69595
1.69595 1.76350
1.76350 3.25424
3.25424 4.12223
4.12223 4.08600
4.08600 1.90671
1.90671 2.46910
2.46910 0.83570
0.83570 1.43378
1.43378 1.84208
1.84208 0.95994
0.95994 1.05226
1.05226 0.91605
0.91605 1.23462
1.23462 1.12290
1.12290 1.93714
1.93714 1.88339
1.88339 2.01079
2.01079 3.08908
3.08908 3.64590
3.64590 2.38621
2.38621 1.77499
1.77499 0.53847
0.53847 1.52213
1.52213 2.14655
2.14655 3.08183
3.08183 1.85427
1.85427 0.82898
0.82898 0.67260
0.67260 0.61188
0.61188 1.17581
1.17581 1.95366
1.95366 2.71496
2.71496 2.58611
2.58611 3.94928
3.94928 4.22594
4.22594 4.75308
4.75308 4.61564
4.61564 3.22034
3.22034 3.28172
3.28172 1.63090
1.63090 0.89680
0.89680 2.03733
2.03733 1.63313
1.63313 0.68666
0.68666 0.90588
0.90588 1.98336
1.98336 0.81759
0.81759 0.92036
0.92036 1.72065
1.72065 0.99789
0.99789 2.47618
2.47618 2.89912
2.89912 2.97888
2.97888 1.84796
1.84796 1.98073
1.98073 1.88068
1.88068 1.97089
1.97089 1.27114
1.27114 0.87720
0.87720 1.59093
1.59093 1.57208
1.57208 2.41250
2.41250 2.50756
2.50756 1.13351
1.13351 2.53225
2.53225 1.27614
1.27614 1.30947
1.30947 1.50336
1.50336 2.13281
2.13281 1.71992
1.71992 1.98867
1.98867 2.98225
2.98225 4.48713
4.48713 5.37047
5.37047 4.32623
4.32623 0.62201
0.62201 0.91952
0.91952 0.53320
0.53320 1.38836
1.38836 0.92800
0.92800 1.96728
1.96728 0.58904
0.58904 1.09893
1.09893 1.23690
1.23690 0.61085
0.61085 1.47079
1.47079 1.50131
1.50131 1.44416
1.44416 1.67853
1.67853 1.65990
1.65990 0.83676
0.83676 1.92971
1.92971 1.48376
1.48376 2.33173
2.33173 1.52476
1.52476 1.01811
1.01811 1.73516
1.73516 2.68117
2.68117 3.10430
3.10430 1.84386
1.84386 3.13037
3.13037 4.58284
4.58284 4.56262
4.56262 5.45018
5.45018 3.62677
3.62677 1.55035
1.55035 1.48049
1.48049 1.37430
1.37430 0.66908
0.66908 1.83992
1.83992 2.13808
2.13808 1.43150
1.43150 1.14568
1.14568 0.70451
0.70451 1.15746
1.15746 1.44935
1.44935 1.53548
1.53548 1.14651
1.14651 1.20405
1.20405 0.51758
0.51758 1.64846
1.64846 1.23127
1.23127 1.88461
1.88461 1.02021
1.02021 1.67776
1.67776 3.08292
3.08292 2.25705
2.25705 0.60092
0.60092 1.72392
1.72392 2.74368
2.74368 1.63289
1.63289 3.07460
3.07460 1.70888
1.70888 1.68140
1.68140 2.80837
2.80837 2.10722
2.10722 1.96985
1.96985 2.41840
2.41840 1.05330
1.05330 0.78272
0.78272 1.68064
1.68064 3.44482
3.44482 3.77078
3.77078 2.50256
2.50256 2.53904
2.53904 3.75018
3.75018 4.44147
4.44147 0.64549
0.64549 1.90005
1.90005 2.19072
2.19072 2.89092
2.89092 0.68278
0.68278 1.18804
1.18804 0.59296
0.59296 1.87280
1.87280 3.53477
3.53477 3.57587
3.57587 2.91284
2.91284 2.49761
2.49761 1.18906
1.18906 2.08497
2.08497 2.22635
2.22635 0.79150
0.79150 1.61868
1.61868 1.96599
1.96599 2.54204
2.54204 1.76456
1.76456 2.93236
2.93236 4.67509
4.67509 5.19029
5.19029 4.25227
4.25227 2.70787
