18.81099 1.86342
17.80210 1.31691
16.95891 -0.27381
18.66233 1.98324
18.08168 1.43526
17.77459 1.26229
18.35646 1.83985
17.79117 1.45817
16.85397 -1.04559
17.70324 0.28569
17.37746 0.24927
16.99328 -0.70907
17.41317 -0.17928
18.37730 1.77220
16.94279 -0.91102
18.37088 1.59300
19.10622 2.46337
18.60879 2.46996
18.10423 1.10550
18.36312 2.35620
17.25755 -0.22006
18.04672 1.64120
17.76143 0.93624
18.45832 1.23701
18.29557 0.80376
17.02950 -0.12611
18.95759 1.69172
18.05746 1.48718
17.51260 -0.15814
18.46660 2.06770
18.60365 1.09836
19.10618 1.88762
17.71764 0.78372
18.27107 1.84132
17.20434 0.01115
18.15029 1.78426
18.23289 1.97880
18.33227 1.48235
18.88389 2.43728
17.80622 0.73046
18.44945 1.83446
18.85506 1.71762
17.09915 -0.43402
18.34766 1.87607
18.74173 1.69633
18.89280 1.47338
18.41983 0.86714
18.69360 2.09439
18.44387 2.12844
18.53985 1.78457
17.51995 0.27247
16.94391 -0.71813
17.48049 1.28306
16.95547 -0.41582
17.08781 -1.06793
18.51742 2.54940
19.00374 1.81763
17.50178 -0.07547
17.26782 -0.13506
17.41878 0.25612
18.65270 1.70384
17.26401 0.58356
18.03653 1.35404
16.88308 -0.54798
18.57818 1.04909
18.93801 1.46495
18.41983 1.45991
17.94062 1.87209
16.86914 -0.66500
19.01375 1.67728
18.78671 2.66986
18.90654 1.49800
18.19761 1.33238
18.76141 1.38325
18.59582 1.92014
18.83201 2.17133
17.10842 -0.66812
17.36115 0.48136
17.44903 0.74488
17.02761 -0.18463
18.12883 1.49344
16.92270 -0.60274
17.20370 -0.22608
18.51801 1.55425
18.31679 2.29822
17.46967 0.40686
18.69318 1.28746
16.99190 -1.67487
18.05203 1.21920
18.16564 1.03995
17.42412 0.02448
17.46518 -0.05359
19.00835 2.00041
18.17098 2.40654
17.40750 -0.53478
18.13837 0.76524
17.49055 -0.00191
18.55627 1.61484
18.93233 2.22615
17.88636 0.91479
19.07583 1.50171
18.48935 1.52504
17.15519 0.21130
18.37647 0.98266
16.91180 -0.56202
18.34731 1.08819
17.29952 -0.27671
16.97302 -0.67848
18.98779 1.53333
19.06778 2.27750
17.50575 0.23567
18.52725 1.79240
18.00696 1.79922
19.01167 1.89988
18.44667 1.48637
17.46033 0.89004
18.95866 2.05179
18.60158 1.85265
17.17057 -0.09577
19.01581 1.49436
17.47964 1.33827
17.61573 0.81040
17.57335 0.78900
19.02299 1.67832
16.91950 -0.48528
18.20170 1.36436
17.85391 1.06103
17.85375 0.87383
18.97508 1.11203
18.80986 1.54812
17.23468 0.19501
18.26988 1.83524
18.36269 1.98724
19.08746 1.76080
18.24257 1.66622
17.47757 -0.31478
17.32742 0.56205
17.21103 -0.21637
17.72762 0.65811
19.05305 2.09487
18.22129 1.94175
17.58087 0.48569
17.55444 0.16313
17.99222 0.72622
18.31242 2.19648
18.15193 0.88660
17.72832 0.44647
17.79043 0.86281
17.69743 -0.21069
18.07390 1.37790
16.92118 -0.43436
18.77283 1.37216
17.27138 -0.29253
19.10611 2.26208
18.31714 2.20165
18.52585 2.21427
17.96101 1.24665
16.85868 -1.06691
18.19942 1.61512
16.96274 0.12897
19.06821 2.13025
16.88691 -1.34796
18.20351 1.75544
17.46875 -0.35655
18.80172 1.37439
18.01339 1.56521
18.27798 1.91035
18.60406 2.03116
17.67483 0.72942
17.31049 0.42494
17.24339 -0.45718
17.28928 -0.50527
18.88495 1.93209
17.39312 -0.30207
18.76087 2.49475
17.81577 0.84979
17.05537 -0.12300
17.81525 1.06987
18.93007 1.94600
18.96388 2.68288
18.33158 1.62683
18.99519 1.67563
16.85236 -0.83027
19.08278 2.28877
18.01240 0.89518
18.96714 2.25387
18.40263 1.97132
17.05247 -0.54940
17.11242 -1.18482
17.11830 -0.47187
18.72665 2.67892
18.59912 2.09535
18.76143 2.33809
18.33213 1.08631
